group,count,mean,std,min,max,median
legitimate,20,1.1619865844782191,0.18433280230550733,0.9481618964449129,1.5213585400129592,1.1016201818279763
blackbox,400,1.1673490300311793,0.1381096805705692,0.9809225984097033,1.5175237933132188,1.1262400230857734
whitebox,400,1.1907805795838309,0.13307400709502493,0.9943621066988998,1.4716243688999306,1.1606291032807243
