group,count,mean,std,min,max,median
legitimate,20,1.0234847399751668,0.026377091296534864,0.9693532978265069,1.0837607919491874,1.0227182112251787
blackbox,400,1.1838253325188288,0.05622878297319066,1.110132289732232,1.3077590371171703,1.163246123702055
whitebox,400,1.1328518905783584,0.04472626663940449,1.0255371468413088,1.2649170605864128,1.1429182475895097
